Sr.No.,Player,Nationality,Type,Season
247,Kedar Devdhar,Indian,Wicket Keeper,2016
54,Kona Srikar Bharat,Indian,Wicket Keeper,2020
98,Kona Srikar Bharat,Indian,Wicket Keeper,2019
252,Kona Srikar Bharat,Indian,Wicket Keeper,2018
220,Kona Srikar Bharat,Indian,Wicket Keeper,2016
54,Kusal Janith Perera,Overseas,Wicket Keeper,2021
30,Kusal Janith Perera,Overseas,Wicket Keeper,2020
27,Kusal Janith Perera,Overseas,Wicket Keeper,2019
90,Kusal Janith Perera,Overseas,Wicket Keeper,2018
16,Kusal Janith Perera,Overseas,Wicket Keeper,2017
388,Kyle Mayers,Overseas,Wicket Keeper,2018
28,Luke Ronchi,Overseas,Wicket Keeper,2019
47,Luke Ronchi,Overseas,Wicket Keeper,2018
202,Luvnith Sisodia,Indian,Wicket Keeper,2020
121,M Shahzad Mohammadi,Indian,Wicket Keeper,2018
212,Mahesh Rawat,Indian,Wicket Keeper,2019
260,Mahesh Rawat,Indian,Wicket Keeper,2018
288,Mahesh Rawat,Indian,Wicket Keeper,2017
224,Mahesh Rawat,Indian,Wicket Keeper,2016
145,Manvinder Bisla,Indian,Wicket Keeper,2017
196,Manvinder Bisla,Indian,Wicket Keeper,2016
18,Matthew Wade,Indian,Wicket Keeper,2021
70,Matthew Wade,Indian,Wicket Keeper,2020
187,Mayank Sidhu,Indian,Wicket Keeper,2020
339,Mayank Sidhu,Indian,Wicket Keeper,2018
337,Mohammad Nazim Siddiqui,Indian,Wicket Keeper,2018
122,Mohammad Shahzad,Overseas,Wicket Keeper,2020
52,Mohammad Shahzad,Overseas,Wicket Keeper,2019
15,Mohammad Shahzad,Overseas,Wicket Keeper,2017
208,Mohammed Azharudeen,Indian,Wicket Keeper,2019
144,Mohit Ahlawat,Indian,Wicket Keeper,2017
85,Morne van Wyk,Overseas,Wicket Keeper,2016
14,Mushfiqur Rahim,Overseas,Wicket Keeper,2021
15,Mushfiqur Rahim,Overseas,Wicket Keeper,2020
47,Mushfiqur Rahim,Overseas,Wicket Keeper,2019
55,Mushfiqur Rahim,Overseas,Wicket Keeper,2016
117,N Jagadeesan,Indian,Wicket Keeper,2017
127,Nakul Sharma,Indian,Wicket Keeper,2017
29,Naman Ojha,Indian,Wicket Keeper,2020
20,Naman Ojha,Indian,Wicket Keeper,2019
96,Nicolas Pooran,Overseas,Wicket Keeper,2018
106,Nicolas Pooran,Overseas,Wicket Keeper,2016
159,Nikhil Shankar Naik,Indian,Wicket Keeper,2021
239,Nikhil Shankar Naik,Indian,Wicket Keeper,2018
86,Niroshan Dickwella,Overseas,Wicket Keeper,2018
42,Niroshan Dickwella,Overseas,Wicket Keeper,2017
112,Nitin Saini,Indian,Wicket Keeper,2017
103,Nitin Saini,Indian,Wicket Keeper,2016
21,Peter Handscomb,Overseas,Wicket Keeper,2018
135,Pinal Shah,Indian,Wicket Keeper,2016
146,Pradeep Malik,Indian,Wicket Keeper,2016
71,Rahmanullah Gurbaz,Overseas,Wicket Keeper,2021
387,Rahul Yadav,Indian,Wicket Keeper,2018
209,Rohit Sharma,Indian,Wicket Keeper,2021
336,Rohith Ravikumar,Indian,Wicket Keeper,2018
214,Ryan Rickelton,Overseas,Wicket Keeper,2019
136,Sadiq Hassan Kirmani,Indian,Wicket Keeper,2021
374,Sadiq Hassan Kirmani,Indian,Wicket Keeper,2018
145,Sadiq Hassan Kirmani,Indian,Wicket Keeper,2016
278,Samarpit Joshi,Indian,Wicket Keeper,2019
210,Sandeep Kumar Tomar,Indian,Wicket Keeper,2021
341,Sandeep Kumar Tomar,Indian,Wicket Keeper,2018
185,Saurabh Rawat,Indian,Wicket Keeper,2020
184,Shafiqullah Shafaq,Overseas,Wicket Keeper,2019
123,Shafiqullah Shafaq,Overseas,Wicket Keeper,2018
26,Shai Hope,Overseas,Wicket Keeper,2020
44,Shane Dorwich,Overseas,Wicket Keeper,2017
56,Shane Dowrich,Overseas,Wicket Keeper,2016
286,Sharath Ravi,Indian,Wicket Keeper,2019
188,Sheldon Jackson,Indian,Wicket Keeper,2020
100,Sheldon Jackson,Indian,Wicket Keeper,2019
295,Sheldon Jackson,Indian,Wicket Keeper,2018
147,Shreevats Goswami,Indian,Wicket Keeper,2017
222,Shreevats Goswami,Indian,Wicket Keeper,2016
223,Smit Kamlesh Patel,Indian,Wicket Keeper,2016
181,Smit Patel,Overseas,Wicket Keeper,2021
183,Smit Patel,Overseas,Wicket Keeper,2020
240,Smit Patel,Overseas,Wicket Keeper,2018
191,Srikkanth Anirudha,Indian,Wicket Keeper,2019
283,Sumanth Kolla,Indian,Wicket Keeper,2019
176,Sumit Kumar,Indian,Wicket Keeper,2020
92,Tim Ludeman,Overseas,Wicket Keeper,2016
121,Tim Seifert,Overseas,Wicket Keeper,2020
118,Tom Latham,Overseas,Wicket Keeper,2020
120,Tom Latham,Overseas,Wicket Keeper,2018
206,Upendra Singh Yadav,Indian,Wicket Keeper,2020
288,Upendra Singh Yadav,Indian,Wicket Keeper,2019
284,Urvil Patel,Indian,Wicket Keeper,2019
250,Vishant More,Indian,Wicket Keeper,2016
57,Vishnu Vinod,Indian,Wicket Keeper,2020
81,Vishnu Vinod,Indian,Wicket Keeper,2019
269,Vishnu Vinod,Indian,Wicket Keeper,2018
152,Vishnu Vinod,Indian,Wicket Keeper,2017
